Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
EMPADA.COM;24.268.178/0001-86;MICROEMPRESA;MG;Betim;LEGALIZACAO@CONTABILIDADECONTAX.COM
HAKUNA BATATA;24.271.030/0001-09;MICROEMPRESA;MG;Juiz de Fora;HAKUNA.JF1@GMAIL.COM
CLUBE DO PEIXE;24.280.419/0001-02;MICROEMPRESA;AM;Manaus;RPSANTOS.CONTABIL@IG.COM.BR
DOCES DA PRI;24.284.674/0001-23;MICROEMPRESA;SC;Balneário Piçarras;ptrentinibertoli@gmail.com
MADALLENA CAFE;24.291.611/0001-02;MICROEMPRESA;SP;Ubatuba;MADALLENACAFE@GMAIL.COM
AIPIM PIE NATURAL;24.296.561/0001-48;MICROEMPRESA;SC;Itapema;NUTRIDANIANDREAZZZA@GMAIL.COM
TRATORIA MONTALCCINO;24.348.148/0001-80;MICROEMPRESA;SC;Nova Veneza;TRATORIAMONTALCCINO@HOTMAIL.COM
CHEF MARIANA CAMARGO;24.351.845/0001-90;MICROEMPRESA;SP;Pindamonhangaba;chefmarianacamargo@gmail.com
SOBERANO STEAK HOUSE;24.374.757/0001-03;EMPRESA DE PEQUENO PORTE;MG;Andradas;anapacassetari@hotmail.com
ZETE SALGADOS & CIA;24.378.383/0001-02;MICROEMPRESA;SC;Tubarão;ETSUL@CYBER.COM.BR
Z BURGERS HAMBURGUERIA;24.385.146/0001-60;MICROEMPRESA;MG;Uberlândia;IGORZNT@GMAIL.COM
CLUBE DO CAFE;24.388.543/0001-96;MICROEMPRESA;GO;Formosa;clubedocafe2017@gmail.com
BASILICO RESTAURANTE;24.433.247/0001-60;MICROEMPRESA;MG;Pouso Alegre;basilicorestaurante@yahoo.com.br
DCS RESTAURANTE;24.485.594/0001-36;EMPRESA DE PEQUENO PORTE;PE;Recife;lucca-campos@hotmail.com
ACARA GASTRONOMIA E EVENTOS;24.485.594/0002-17;EMPRESA DE PEQUENO PORTE;PE;Recife;lucca-campos@hotmail.com
DCS RESTAURANTE;24.485.594/0003-06;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;lucca-campos@hotmail.com
COMEMORARE ESPACO E GASTRONOMIA;24.486.246/0001-83;MICROEMPRESA;GO;Goiânia;FINANCEIROCOMEMORARE@GMAIL.COM
VIA 18 HANBURGUERIA E STAKHOUSE;24.495.213/0001-08;MICROEMPRESA;AM;Manaus;v18manaus@gmail.com
ATLAS RESIDENCE HOTEL;24.524.884/0001-41;MICROEMPRESA;DF;Brasília;NEYFARIA2009@GMAIL.COM
RESTAURANTE E PEIXARIA OKADA;24.527.920/0001-20;MICROEMPRESA;MT;Rondonópolis;rondonopolis@peixariaokada.com.br
ADRIANA CARVALHO DUARTE SIDRA 93810210072;24.529.571/0001-86;MICROEMPRESA;SC;Alto Bela Vista;ADRIANADUARTESIDRA@GMAIL.COM
BRONX STEAK AND BURGUER;24.533.644/0001-03;MICROEMPRESA;MG;Belo Horizonte;LEGAL@RECONCONTABIL.COM.BR
CHAPLIN EMPREENDIMENTOS TURISTICOS LTDA;24.536.377/0001-28;MICROEMPRESA;RN;Natal;PCGALLINDO@HOTMAIL.COM
CASA CANASTRA;24.540.058/0001-96;MICROEMPRESA;MG;São Roque de Minas;casacanastra@terra.com.br
CONFRARIA DO BOXEXA;24.544.360/0001-12;MICROEMPRESA;GO;Pirenópolis;paulodavilaboxexa@gmail.com
BRASILEIRINHO DELIVERY;24.557.247/0001-71;MICROEMPRESA;SC;Itajaí;itajai@brasileirinhodelivery.com.br
DIVINO FOGAO;24.584.582/0001-69;MICROEMPRESA;GO;Goiânia;DIVINOFOGAOGYN@HOTMAIL.COM
BURGER TABLE;24.586.343/0001-48;MICROEMPRESA;SP;São Paulo;contato@burgertable.com.br
HASHTAG BAR E RESTAURANTE;24.589.399/0001-56;MICROEMPRESA;PR;Curitiba;representante.namur@gmail.com
SUSHI RESTAURANTE;24.610.658/0001-83;MICROEMPRESA;PI;Teresina;somanordeste@yahoo.com
RAPADURA HAMBURGUER BRASILEIRO;24.661.763/0002-22;MICROEMPRESA;RN;Natal;RAPIOCA08@GMAIL.COM
RESTAURANTE SABOR MINEIRO;24.678.148/0001-48;MICROEMPRESA;MG;Congonhas;jeevitalanchesabormineiro@gmail.com
VIA MARIA;24.683.760/0001-09;EMPRESA DE PEQUENO PORTE;BA;Candeias;CONTATOCONTABILITY@GMAIL.COM
NOVO HOTEL COWBOY;24.703.346/0001-14;MICROEMPRESA;PR;Guaíra;novohotelcowboy@hotmail.com
EVOE;24.714.589/0001-58;MICROEMPRESA;GO;Goiânia;GI_BELEM@HOTMAIL.COM
PANIFICADORA PAO DE MILHO;24.718.306/0001-46;MICROEMPRESA;MT;Barra do Garças;vaniudacarvalho@hotmail.com
DOCE GRAO;24.740.101/0001-67;MICROEMPRESA;RJ;Rio de Janeiro;fabianovieira.docegrao@gmail.com
REPUBLICA PETISCARIA;24.745.818/0001-00;MICROEMPRESA;RN;Touros;REPUBLICABARTOUROS@HOTMAIL.COM
Restaurante Comida da Vó;24.745.942/0001-67;MICROEMPRESA;SP;Araçatuba;julio-gravata@hotmail.com
CAFE PLATO;24.751.512/0001-58;MICROEMPRESA;MG;Monte Verde;araujoc.raquel@gmail.com
RESTAURANTE MANGA ROSA;24.766.074/0001-00;MICROEMPRESA;BA;Itacaré;restaurantemangarosa@hotmail.com
RANCHO CUIABANO RESTAURANTE E PEIXARIA;24.766.365/0001-90;MICROEMPRESA;MT;Cuiabá;hilanandrade@icloud.com
R.R CAMARA CARVALHO;24.789.341/0001-56;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;DIPARMA@DIPARMA.COM.BR
O SINDICATO BBQ DRINKS;24.793.740/0001-90;MICROEMPRESA;AM;Manaus;rh@osindicatobbqdrinks.com.br
ASA AÇAÍ;24.793.830/0001-81;MICROEMPRESA;RJ;Rio de Janeiro;JH@ASAACAI.COM.BR
QUARAR RESTÔ & CAFÉ;24.808.053/0001-00;MICROEMPRESA;BA;Lençóis;quarar.restocafe@gmail.com
RESTAURANTE DA DRIKA;24.811.963/0001-33;MICROEMPRESA;MG;Monte Verde;adrinatorres142@gmail.com
AVALON CLUB;24.819.745/0001-45;MICROEMPRESA;GO;Goiânia;contem11empresarial@gmail.com
TROPICALIA GELATO & CAFFE;24.824.488/0001-30;MICROEMPRESA;BA;Salvador;SCARPAROBERTO@HOTMAIL.COM
BADERNA BAR;24.835.672/0001-85;MICROEMPRESA;SP;São Paulo;admbaderna@gmail.com
restaurante na subida do morro;24.841.633/0001-90;EMPRESA DE PEQUENO PORTE;MG;Rio Acima;LELENALUCAS@GMAIL.COM
OOP CAFE;24.857.607/0001-50;MICROEMPRESA;MG;Belo Horizonte;JURIDICO@CONTABILIDADESIMAODIAS.COM.BR
AMERICA ASSADOS E GUARNICOES;24.857.916/0001-20;MICROEMPRESA;GO;Goiânia;barbaranakaya@hotmail.com
SWEET BY BEBEL LIMA;24.876.822/0001-07;MICROEMPRESA;PA;Belém;isabelavlima@gmail.com
HAVANNA;24.894.988/0001-48;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;administrativo@lojaarquibancada.com
BOM SABOR;24.900.753/0001-11;MICROEMPRESA;RN;Natal;micarla-rosy@hotmail.com
Divino fogão ;24.910.888/0001-68;MICROEMPRESA;RJ;Campos dos Goytacazes;SRCONTABILIDADE@YAHOO.COM.BR
KAISEKI SUSHI HOUSE;24.917.143/0001-20;MICROEMPRESA;SP;Campinas;sac@kaizenjapanese.com.br
SUSHI RESTAURANTE;24.919.336/0001-10;MICROEMPRESA;PI;Teresina;somanordeste@yahoo.com
ATHELIE DO DOCE;24.927.625/0001-61;MICROEMPRESA;BA;Maraú;thiarauba@hotmail.com
BABACU GRILS EVENTOS & CIA;24.955.274/0001-00;MICROEMPRESA;MA;São Luís;BLZ.CONTABILIDADE@GMAIL.COM
IRASHAI SUSHI BAR;24.971.796/0001-98;MICROEMPRESA;MT;Sinop;irashaiadm@hotmail.com
REPUBLICA RESTAURANTE E CHOPERIA;24.972.826/0001-80;MICROEMPRESA;MG;Araguari;REPUBLICAWCR@GMAIL.COM
CANTINA DA NEKA;24.976.402/0001-94;MICROEMPRESA;BA;Antônio Gonçalves;joaopauloq189@gmail.com
BRASSARIA MATRIZ;24.992.035/0001-12;DEMAIS;RJ;Petrópolis;PXRATTO@GMAIL.COM
FOGAO DE LENHA;24.996.678/0001-34;MICROEMPRESA;SC;Catanduvas;adair_junior05@hotmail.com
PIZZA CASEIRA;25.019.115/0001-59;MICROEMPRESA;MT;Cuiabá;GUIALMEIDAS_@HOTMAIL.COM
CONFRA;25.028.290/0001-02;MICROEMPRESA;SC;Jaraguá do Sul;joaopedro@confrariadochurrasco.com
Trilha Cervejaria Ltda.;25.048.790/0001-06;EMPRESA DE PEQUENO PORTE;SP;São Paulo;CONTATO@TRILHACERVEJARIA.COM.BR
PASTEL DU GALO;25.049.087/0001-12;MICROEMPRESA;GO;Goiânia;luchuvadeprata@Gmail.com
BARTMAN;25.049.592/0001-67;MICROEMPRESA;MG;Conceição dos Ouros;ANDRECAMILO.25@HOTMAIL.COM
SAL E BRASA;25.050.633/0001-35;EMPRESA DE PEQUENO PORTE;PI;Teresina;netquaresma@hotmail.com
Taberna 564 Restaurante e Pizzaria ;25.062.888/0001-18;MICROEMPRESA;RJ;Rio de Janeiro;andersondjusa@hotmail.com
CERVEJARIA BAYER;25.064.500/0001-18;MICROEMPRESA;SC;Florianópolis;lucianofull@hotmail.com
Restaurante Vista Azul;25.066.454/0001-96;MICROEMPRESA;ES;Aracê;CONTAB.SILVA@TERRA.COM.BR
Restaurante Capricho;25.071.207/0001-88;MICROEMPRESA;MG;Monte Verde;FISCAL@PADINHA.COM.BR
PIZZA DOC;25.079.072/0001-05;MICROEMPRESA;RJ;Petrópolis;CONTABILIDADE@SATHCONTABILIDADE.COM.BR
VEGAN CLUB;25.081.128/0001-58;MICROEMPRESA;MG;Belo Horizonte;carolinacarfer@yahoo.com.br
STILO NA BRASA;25.106.545/0001-08;MICROEMPRESA;MG;Belo Horizonte;PAPOLEGAL04@GMAIL.COM
 ;25.110.513/0001-86;MICROEMPRESA;SC;Balneário Camboriú;fbelle01@gmail.com
SAL & DOCE;25.114.129/0001-51;EMPRESA DE PEQUENO PORTE;RJ;Vassouras;saledocedelivery@gmail.com
O LORDE PUB;25.122.634/0001-48;MICROEMPRESA;RS;Novo Hamburgo;olordepub@gmail.com
R. P. G. EMPORIO E RESTAURANTE;25.136.104/0001-59;MICROEMPRESA;SP;Campos do Jordão;NELSON.GJUNIOR.NGJ@GMAIL.COM
FLUTUAIBV;25.136.613/0002-62;MICROEMPRESA;RR;Boa Vista;HOSTEL_CACARIRR@GMAIL.COM
SITIO FLORESTA;25.139.994/0001-52;EMPRESA DE PEQUENO PORTE;PI;Amarante;AGILIZA.PIAUI@GMAIL.COM
CUMBUCO ACQUA BEACH;25.147.771/0001-37;MICROEMPRESA;CE;Caucaia;jannayna.02@outlook.com
OVELHA NEGRA PUB BAR;25.148.710/0001-94;MICROEMPRESA;MG;Uberlândia;diogomelo87@bol.com.br
PASTELARIA SANTANA;25.153.297/0001-56;MICROEMPRESA;MG;Cataguases;pastelariasantana02@yahoo.com
BAR MAGUJE;25.157.963/0001-24;DEMAIS;RJ;Rio de Janeiro;LILIANE@MAGUJE.COM
CAFE VO ANITA;25.162.905/0001-99;MICROEMPRESA;SC;Agrolândia;wagner@agrolandia.sc.gov.br
RESTAURANTE NAKAJIMA ILHABELA;25.186.013/0001-28;MICROEMPRESA;SP;Ilhabela;CONTABILIDADE@ILHABELAFACIL.COM.BR
MIRA FLOR RESTAURANTE BAR;25.212.971/0001-26;MICROEMPRESA;AM;Tabatinga;mirasrcr@gmail.com
NASCENTE AZUL ADVENTURE;25.213.264/0001-54;MICROEMPRESA;MS;Bonito;fp1moreira@gmail.com
EMPADINHAS BARNABE;25.217.437/0001-02;MICROEMPRESA;PB;João Pessoa;PRISCILA@EMPADINHASBARNABE.COM.BR
BOM DI+ BISTRO MINEIRO;25.229.560/0001-43;MICROEMPRESA;MG;Monte Verde;LUALMEIDALU@YAHOO.COM.BR
delicias da vovó;25.235.903/0001-82;MICROEMPRESA;MG;Barbacena;barbacena@mrmix.com.br
Eagle Sao paulo;25.239.607/0001-50;MICROEMPRESA;SP;São Paulo;eaglesaopaulo@gmail.com
NOSTRO BABBO RESTAURANTE;25.242.524/0001-10;MICROEMPRESA;SC;Florianópolis;nostrobabbo@gmail.com
LA MAFIA TRATTORIA;25.261.612/0001-69;MICROEMPRESA;PR;Cascavel;lamafiacascavel@gmail.com
BONITO BEER CERVEJARIA;25.274.894/0001-39;MICROEMPRESA;MS;Bonito;gerencia@bonitobeer.com.br
SPECIALE;25.278.369/0001-91;MICROEMPRESA;PI;Teresina;everones@somanordeste.com.br
Urano lanchonete ltda;25.281.967/0001-10;MICROEMPRESA;RJ;Nova Iguaçu;APMCONTABILIDADE@HOTMAIL.COM
OFFICINA;25.281.984/0001-57;MICROEMPRESA;MT;Rondonópolis;l.zaros@hotmail.com
RESTAURANTE LABAREDA;25.289.004/0001-62;MICROEMPRESA;MG;Ponte Nova;cristianolabareda@hotmail.com
MIRANTE CLUB;25.291.749/0001-66;EMPRESA DE PEQUENO PORTE;CE;Ipueiras;NEUDAVASCONCELOS0@GMAIL.COM
BAR E PETISCARIA REI DO BAIAO;25.294.374/0001-98;MICROEMPRESA;ES;Conceição da Barra;claudiane_silvaderoma@yahoo.com.br
CHO STREET FOOD;25.296.295/0001-16;MICROEMPRESA;PR;Curitiba;LEGAL@EXCELENCIACONTABILIDADE.COM.BR
POUSADA RANGAI;25.298.859/0001-50;MICROEMPRESA;AL;Maragogi;eliziane@rangai.com.br
SORVETERIA DOCE SABOR;25.303.265/0001-90;MICROEMPRESA;MG;Belo Horizonte;DOCESABORSORVETERIA@HOTMAIL.COM
BELLA CARNE;25.306.833/0001-06;MICROEMPRESA;MG;Paracatu;ADRIANOBFAGUNDES@GMAIL.COM
PARMEGGIO;25.350.259/0001-93;MICROEMPRESA;SP;Limeira;ESCONT@ESCONT.CNT.BR
CAFE REINO DA LONGEVIDADE;25.353.487/0001-17;MICROEMPRESA;RS;Veranópolis;leticia@reinodalongevidade.com.br
OKA GASTRONOMIA E CULTURA;25.383.403/0001-98;MICROEMPRESA;PR; - ;OKA@EKOAPARK.COM.BR
FRUTARIA RODOVIÁRIA;25.406.067/0001-51;MICROEMPRESA;MG;Uberlândia;UBERLANDIACONTABIL@UBERLANDIACONTABIL.COM.BR
405 Restaurante/Bar ;25.422.214/0001-87;MICROEMPRESA;DF;Brasília;ARIELFERREIRADEARAUJO@YAHOO.COM.BR
PESQUEIRO DO RAFINHA;25.446.946/0001-07;MICROEMPRESA;MT;Santo Antônio do Leverger;RAFINHAARRUDA21@GMAIL.COM
BERIMBAR;25.476.037/0001-11;MICROEMPRESA;MG; - ;JURANDIR09RAMOSCOSTA@GMAIL.COM
DELLI FOOD HALL;25.525.801/0001-00;MICROEMPRESA;ES;Vila Velha;SUPRIMENTOS1@DELLI.ONLINE
BAR DO MARCAO;25.596.768/0001-09;MICROEMPRESA;MG; - ;zenetofrutal01@gmail.com
BRASA RESTAURANTE;25.680.537/0001-70;MICROEMPRESA;SC;Bombinhas;BRASA.CONTATO@OUTLOOK.COM
GOLD GRILL;25.680.719/0001-41;EMPRESA DE PEQUENO PORTE;SP;Catanduva;SESTITO@TERRA.COM.BR
RESTAURANTE NOVO PALADAR;25.749.938/0001-30;MICROEMPRESA;MG;Belo Horizonte;vagner.contabil@bol.com.br
YQUARA HOTEL;25.805.490/0001-24;MICROEMPRESA;MG;Cachoeira Dourada;JOSEROBERTO@BOTELHOCONTABIL.COM.BR
SKINAO CHOPP;25.967.098/0001-81;MICROEMPRESA;GO;Aparecida de Goiânia;egilson10000@gmail.com
RESTAURANTE SR. LIMA;25.983.639/0001-65;MICROEMPRESA;PI;Teresina;desenvolvespsomaboutique@yahoo.com
CAFE CULTURAL;26.009.133/0001-12;MICROEMPRESA;MG;Uberlândia;paulothassio@gmail.com
FULLANO PRAIA;26.010.487/0001-87;MICROEMPRESA;PB;João Pessoa;thamaracs@HOTMAIL.COM
Pousada e RestauranteTrattoriaNascente do São Francisco;26.028.008/0001-50;MICROEMPRESA;MG;Vargem Bonita;CLAUDIAREIS56789@GMAIL.COM
NAUTICO FRONTEIRA PARQUE;26.032.839/0001-03;EMPRESA DE PEQUENO PORTE;MG;Fronteira;escritorioalphacontabilidade@hotmail.com
NONNA PIZZERIA & TRATTORIA;26.037.813/0001-40;EMPRESA DE PEQUENO PORTE;MG;Belo Horizonte;financeiro@adegash.com.br
BLUE PARK AQUATICO;26.038.751/0001-90;DEMAIS;PR;Foz do Iguaçu;contabilidademec4@hoteismabu.com.br
CARMELO RESTAURANTE;26.042.659/0001-02;DEMAIS;RJ;Rio de Janeiro;inarquitetura@yahoo.com.br
JACK LANCHES E PETISCOS;26.062.070/0001-68;MICROEMPRESA;MG;Uberaba;jacklanches@outlook.com.br
BOSQUE DAS DUNAS - SANTO AMARO;26.064.849/0001-12;MICROEMPRESA;MA;Santo Amaro do Maranhão;lucasmesquita.contabilidade@hotmail.com
CAFE DA FONTE;26.069.033/0001-81;MICROEMPRESA;MG;São Sebastião do Paraíso;rogericontabil@gmail.com
SALOME BAR RIVER;26.091.734/0001-17;MICROEMPRESA;AM;Manaus;flutuante@allnightpub.com
RESTAURANTE EXPRESS;26.094.031/0001-42;MICROEMPRESA;RN;Natal;pcgallindo@hotmail.com
CATHEDRAL FABRICA BAR;26.107.934/0001-10;MICROEMPRESA;PR;Maringá;CONTABILIDADEMVA@HOTMAIL.COM
PONTO DU CHEF HAMBURGUERIA;26.112.827/0001-80;MICROEMPRESA;MG;Santa Rita do Sapucaí;GUSTAVO.MARTINS@ACAICOMOQUE.COM.BR
GELATO BORELLI UBERABA;26.131.930/0001-78;MICROEMPRESA;MG; - ;gelatoborelliuberaba@gmail.com
TAJ Mall;26.136.389/0001-90;MICROEMPRESA;PR;Curitiba;gustavo@grupotaj.com.br
UP FEST;26.145.196/0001-04;DEMAIS;RJ;Rio de Janeiro;JOAOPAULO@EMOCIONA.COM.BR
PESQUEIRO E PISCICULTURA SANTA CLARA;26.148.002/0001-16;MICROEMPRESA;SP;São Bernardo;adm@pesqueirosantaclara.com.br
PIZZARIA PILAO;26.152.244/0001-83;MICROEMPRESA;MG; - ;CONSILVA7@YAHOO.COM.BR
NICHO LOCAL BAR;26.158.404/0001-00;MICROEMPRESA;MG;Belo Horizonte;NICHO.BH@GMAIL.COM
BONNA PANQUECAS;26.171.865/0001-04;MICROEMPRESA;PR;Curitiba;BONNAGOURMET@GMAIL.COM
HAI BIER;26.174.376/0001-06;MICROEMPRESA;SC;Tubarão;contato@haibier.com.br
NOSSO QUINTAL;26.175.407/0001-43;MICROEMPRESA;MG;Conselheiro Lafaiete;ANNEANTUNES@GMAIL.COM
Belluno Restaurante;26.186.011/0001-00;MICROEMPRESA;SP;Ribeirão Preto;BELLUNORESTAURANTE@GMAIL.COM
MANACA BAR E RESTAURANTE;26.191.594/0001-59;MICROEMPRESA;RJ;Nova Friburgo;j.kmoco@hotmail.com
MAO BUTECO GASTRONOMICO;26.209.109/0001-27;EMPRESA DE PEQUENO PORTE;MS;Campo Grande;JOR.LCCAMPOS@GMAIL.COM
ESPETO BONITO;26.210.140/0001-88;MICROEMPRESA;MS;Bonito;ale.sguissard@hotmail.com
NA GRELHA HAMBURGUERIA;26.219.771/0001-68;MICROEMPRESA;BA;Itacaré;nagrelhaba@gmail.com
BLENDS CAFE & CULTURA;26.220.651/0001-80;EMPRESA DE PEQUENO PORTE;SP;São Paulo;antonioarmando2332@gmail.com
MOCCA ATMOSPHERA;26.225.253/0001-57;MICROEMPRESA;MG;Nova Lima;REGISTRO@CONTABILIDADEMONTESIAO.COM.BR
Ghi Cozinha Contemporânea;26.229.045/0001-26;MICROEMPRESA;TO;Palmas;GISELMAPEDROSA@HOTMAIL.COM
RESTAURANTE EAKY SUSHI;26.230.188/0001-58;MICROEMPRESA;MT;Rondonópolis;SANDROSUSHI@HOTMAIL.COM
DONA FLORINDA;26.242.762/0001-98;MICROEMPRESA;MG;Lagoa Formosa;alexandre.comercial@cdlpatos.com.br
CAM O'N - ASIAN STREET FOOD;26.254.969/0001-82;MICROEMPRESA;RJ;Rio de Janeiro;CAMON.ASF@GMAIL.COM
RESTAURANTE DONA TEREZA;26.258.081/0001-18;MICROEMPRESA;ES;Conceição da Barra;contato.r.donatereza@gmail.com
BELLE VITRINE;26.263.446/0001-00;MICROEMPRESA;RS;Gramado;ronildobarth@gmail.com
FAZENDA CUIABANA RESTAURANTE;26.273.392/0001-56;MICROEMPRESA;MT;Cuiabá;CUIABA.GOIABEIRAS@DIVINOFOGAO.COM.BR
DELL TORO;26.276.883/0001-50;MICROEMPRESA;PI;Teresina;delltorochurrasco@outlook.com
supra;26.279.342/0001-86;MICROEMPRESA;SP;São Caetano do Sul;danilodaniel@outlook.com
MARCELA MARCELINO DE SOUSA;26.295.736/0001-28;MICROEMPRESA;CE;Paraipaba;marcelasousa.ms27@gmail.com
Parador 16 Bar & Choperia ;26.325.378/0001-59;MICROEMPRESA;SP;Batatais;PARADOR16@HOTMAIL.COM
PANELA SANTA RESTAURANTE;26.330.698/0001-05;MICROEMPRESA;GO;Aparecida de Goiânia;lilia07oliveira@hotmail.com
AUGURI PIZZARIA E RESTAURANTE;26.350.412/0001-45;MICROEMPRESA;MG;Belo Horizonte;LEGAL@LPLCONTABILIDADE.COM.BR
TRES MARIAS CAFETERIA;26.360.146/0001-31;MICROEMPRESA;RJ;Petrópolis;cafeteriatresmarias3@gmail.com
COOKIE & CAFE PRAIA;26.377.881/0001-58;MICROEMPRESA;RJ;Rio de Janeiro;FIQUETHEBOUA@THEBOUA.COM.BR
D M & F;26.398.174/0001-48;DEMAIS;SP;São Paulo;RAUL.CORREA@BDOBRAZIL.COM.BR
Divino Fogao;26.415.867/0001-00;EMPRESA DE PEQUENO PORTE;RJ;Nova Iguaçu;novaiguacu.top@divinofogao.com.br
RESTAURANTE CASARAO DO CAIS;26.430.305/0001-27;MICROEMPRESA;ES;Conceição da Barra;TESSAROLOCONTABILIDADE@GMAIL.COM
DU REI HAMBURGUERIA GOURMET;26.434.475/0001-80;MICROEMPRESA;PA;Bragança;GLOBO501@HOTMAIL.COM
Johnny Rockets;26.438.637/0001-58;EMPRESA DE PEQUENO PORTE;SP;São Paulo;sandrini@johnnyrockets.com.br
RESTAURANTE CAMINHO DO OURO;26.441.978/0001-82;MICROEMPRESA;MG;Ouro Branco;patyabrantes86@gmail.com
TITA.;26.446.524/0001-02;MICROEMPRESA;SP;Sorocaba;adm@titacozinha.com.br
AEROPORTO GRILL CHURRASCARIA;26.476.568/0001-77;MICROEMPRESA;MT;Várzea Grande;aeroportogrillmr@gmail.com
MAR E SOL - RESTAURANTE E BAR;26.478.074/0001-21;MICROEMPRESA;PR;Ilha do Mel;TAVARESTRABALHISTA@LIVE.COM
BISTRONOMIA 1;26.478.196/0001-18;MICROEMPRESA;PR;Curitiba;contato@bistronomia1.com.br
NUTRI SERVICOS;26.482.606/0001-02;MICROEMPRESA;RN;Tibau;nutriservicos.2018@hotmail.com
CEARA BAR;26.482.774/0001-90;MICROEMPRESA;ES;Vitória;CEARABAR@GMAIL.COM
KIOSQUE.COM;26.492.473/0001-47;MICROEMPRESA;SC;Itá;fabijbenetti@gmail.com
POBRE JUAN;26.495.273/0001-48;DEMAIS;GO;Goiânia;VILLABOACONT@HOTMAIL.COM
CERVEJARIA ENDERLE;26.495.456/0001-63;MICROEMPRESA;SC;Quilombo;LIGHTCONTABILIDADE@GMAIL.COM
CASINHA GOURMET RESTAURANTE SELF-SERVICE;26.495.774/0001-24;MICROEMPRESA;BA;Caraiva;cadocasinha@gmail.com
BAR DO HELMIO II;26.510.612/0001-18;MICROEMPRESA;MG;Belo Horizonte;CONTATO@FACONTABIL.COM.BR
HIMAWARI;26.510.861/0001-03;MICROEMPRESA;PR;Apucarana;ventrilhosergio@gmail.com
BLEM Padaria;26.519.848/0001-15;MICROEMPRESA;SP;São Paulo;ADMIN@BLEMBAKERY.COM
LE CAVALCANTE;26.522.909/0001-01;MICROEMPRESA;SC;Florianópolis;financeiro@lecavalcantecarnes.com.br
LE CAVALCANTE;26.522.909/0002-84;MICROEMPRESA;SC;Florianópolis;FINANCEIRO@LECAVALCANTECARNES.COM.BR
Julian Trevisol;26.525.091/0001-72;MICROEMPRESA;SC;Itá;CORPEL6@CORPELCONTABILIDADE.COM.BR
POUSADA SHAMMAH;26.536.511/0001-16;MICROEMPRESA;RN;Ceará-Mirim;vieira95@hotmail.com.br
MOTIM HIDEOUT;26.544.416/0001-64;DEMAIS;RJ;Rio de Janeiro;STEFANO@MOTIMBREW.COM.BR
RESTAURANTE E PEIXARIA OKADA;26.551.606/0001-09;EMPRESA DE PEQUENO PORTE;MT;Cuiabá;gerenteokada@hotmail.com
LA MAISON DE LA BIERE;26.569.247/0001-17;MICROEMPRESA;SP;São Roque;ORGFLORIS@UOL.COM.BR
MASSAS E BURGUERIA;26.570.674/0001-15;MICROEMPRESA;MG;Belo Horizonte;franklinanjos@hotmail.com
RIO DO VAVA;26.585.153/0001-31;MICROEMPRESA;GO;Mambaí;eide_clarinha@hotmail.com
CASA DO CHEFF;26.591.576/0001-64;MICROEMPRESA;RJ;Armação dos Búzios;amandafarage39@gmail.com
FORNALHA'S BEACH;26.597.597/0001-97;MICROEMPRESA;BA;Porto Seguro;RESTAURANTEFORNALHA02@GMAIL.COM
SKINAO LANCHONETE;26.611.126/0001-96;MICROEMPRESA;MG;Iturama;FAUSTA.PRISCILA2014@GMAIL.COM
SPOLETO MARECHALFLORIANO;26.611.524/0001-02;MICROEMPRESA;RJ;Rio de Janeiro;rbuys3103@gmail.com
Rancho Esplanada;26.614.186/0001-62;MICROEMPRESA;MG;Governador Valadares;aiandrapaula@hotmail.com
Vitor Freitas;26.623.825/0001-56;MICROEMPRESA;AM;Manaus;freitas.vitor@hotmail.com
MISTURA BRASILEIRA RESTAURANTE E EVENTOS;26.636.908/0001-80;MICROEMPRESA;PA;Parauapebas;OSMARFURTADODASILVEIRA@HOTMAIL.COM
RESTAURANTE ESTÂNCIA GAÚCHA;26.644.006/0001-95;MICROEMPRESA;MG;Elói Mendes;BPCONTABILIDADE@GMAIL.COM
BIBI;26.645.672/0001-48;EMPRESA DE PEQUENO PORTE;RJ;Rio de Janeiro;gringo@bibisucos.com.br
B.LEM PADARIA PORTUGUESA;26.645.902/0001-79;MICROEMPRESA;SP;São Paulo;nogueiraped@gmail.com
SPOT BURGER;26.649.499/0001-56;EMPRESA DE PEQUENO PORTE;MG;Juiz de Fora;GABRIELT06@GMAIL.COM
BARRACUDA RESTAURANTE;26.659.124/0001-77;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;financeirobarracuda@gmail.com
BISTRO D'ARTAGNAN;26.670.049/0001-45;MICROEMPRESA;MG;Itanhandu;CODESPA@CODESPA.COM.BR
ACONCHEGO CARIOCA;26.675.433/0001-30;DEMAIS;RJ;Rio de Janeiro;admvillage@aconchegocarioca.com.br
Pipa Central;26.678.112/0001-90;MICROEMPRESA;RN;Tibau do Sul;day_089@hotmail.com
PRAIA DOS OSSOS ALIMENTACAO;26.692.991/0001-04;MICROEMPRESA;RJ;Armação dos Búzios;franckbuzios@hotmail.com
BISTRÔ DU CHEF;26.711.449/0001-51;EMPRESA DE PEQUENO PORTE;SP;Presidente Prudente;VANDIMIYOSHI@HOTMAIL.COM
