Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
ALBERGUE DA JUVENTUDE ILHA DE SANTA CATARINA LTDA-EPP;80.096.654/0001-08;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;centro@floripahostel.com.br
ALBERGUE DA JUVENTUDE;80.096.654/0003-61;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;barradalagoa@floripahostel.com.br
PLANALTO SELECT HOTEL PONTA GROSSA;80.218.076/0001-27;EMPRESA DE PEQUENO PORTE;PR;Ponta Grossa;daniel@hotelplanalto.com.br
PREMIUM VILA VELHA HOTEL;80.249.279/0001-80;DEMAIS;PR;Ponta Grossa;vilavelha@premiumvilhavelha.com.br
MINAS FOZ HOTEL;80.287.253/0001-27;MICROEMPRESA;PR;Foz do Iguaçu;hotelminasfoz@hotmail.com
POUSADA PORTO GUARÁ;80.315.864/0001-31;DEMAIS;PR;Guaratuba;pousadaportoguara@yahoo.com.br
HOTEL CRILLON;80.362.627/0001-21;DEMAIS;PR;Londrina;HOTEL@CRILLON.COM.BR
HOTEL DANUBIO;80.371.701/0001-76;MICROEMPRESA;PR;Marechal Cândido Rondon;danubiohotel@gmail.com
HOTEL SAINT EMILION ;80.383.201/0001-54;EMPRESA DE PEQUENO PORTE;PR;Curitiba;financeiro@stemilion.com.br
PIRES HOTEL;80.451.941/0001-80;DEMAIS;SC;Balneário Camboriú;adm@hoteispires.com.br
MERCURE CAMBORIU INTERNACIONAL;80.451.941/0002-61;DEMAIS;SC;Balneário Camboriú;adm@hoteispires.com.br
IBIS STYLES BALNEARIO CAMBORIU;80.451.941/0003-42;DEMAIS;SC;Balneário Camboriú;adm@hoteispires.com.br
ATOBA PRAIA HOTEL;80.451.941/0004-23;DEMAIS;SC;Balneário Camboriú;adm@hoteispires.com.br
RYAN HOTEL;80.451.941/0005-04;DEMAIS;SC;Balneário Camboriú;adm@hoteispires.com.br
GRANDE HOTEL;80.451.941/0006-95;DEMAIS;SC;Itajaí;adm@hoteispires.com.br
NOVOTEL ITAJAI;80.451.941/0007-76;DEMAIS;SC;Itajaí;adm@hoteispires.com.br
HOTEL SOLARIS LTDA - EPP;80.487.960/0001-67;EMPRESA DE PEQUENO PORTE;SC;São Miguel do Oeste;hsolaris@hsolaris.com.br
Hotel do Comércio;80.494.024/0001-83;MICROEMPRESA;SC;Campos Novos;erni.rodrigues73@gmail.com
HOTEL PONTAL;80.499.908/0001-20;MICROEMPRESA;SC;Palhoça;contato@hotelpontal.com.br
DALLAS HOTEL;80.540.446/0001-48;EMPRESA DE PEQUENO PORTE;PR;Palotina;dallas.hotel@uol.com.br
HOTEL DO LAGO;80.577.224/0001-08;MICROEMPRESA;PR;Toledo;hoteldolagotoo@uol.com.br
MAX POUSADA;80.644.966/0001-09;MICROEMPRESA;SC;Pomerode;pousadamaxpomerode@terra.com.br
Hotel Majestic Palace;80.678.220/0001-08;DEMAIS;SC;Florianópolis;reservas@majesticpalace.com.br
MERCURE JARAGUÁ DO SUL;80.732.928/0002-80;DEMAIS;SC;Jaraguá do Sul;h3624-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0003-61;DEMAIS;SC;Blumenau;h5468-gm@accor.com.br
HOTEL IBIS PORTO ALEGRE AEROPORTO;80.732.928/0004-42;DEMAIS;RS;Porto Alegre;h5670-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0005-23;DEMAIS;SC;Joinville;h5633-gm@accor.com.br
ATRIO HOTEIS SA FILIAL CURITIBA AEROPORTO;80.732.928/0006-04;DEMAIS;PR;São José dos Pinhais;h3736-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0007-95;DEMAIS;SC;Criciúma;h6315-gm@accor.com.br
MERCURE JOINVILLE PRINZ;80.732.928/0008-76;DEMAIS;SC;Joinville;h0768-gm@accor.com.br
IBIS STYLES JOINVILLE;80.732.928/0009-57;DEMAIS;SC;Joinville;h3138-gm@accor.com.br
IBIS CAXIAS DO SUL;80.732.928/0010-90;DEMAIS;RS;Caxias do Sul;h5470-gl@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0012-52;DEMAIS;RS;Porto Alegre;h6664-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0013-33;DEMAIS;RS;Porto Alegre;h6665-gm@accor.com.br
IBIS BUDGET CURITIBA CENTRO;80.732.928/0014-14;DEMAIS;PR;Curitiba;h5519-dm@accor.com.br
ATRIO HOTÉIS S/A;80.732.928/0015-03;DEMAIS;RS;Canoas;h8273-gm@accor.com.br
IBIS NOVO HAMBURGO;80.732.928/0016-86;DEMAIS;RS;Novo Hamburgo;h8175-re@accor.com.br
IBIS LONDRINA;80.732.928/0017-67;DEMAIS;PR;Londrina;h8664-gm@accor.com.br
IBIS MOGI DAS CRUZES;80.732.928/0018-48;DEMAIS;SP;Mogi das Cruzes;h7823-re@accor.com.br
IBIS CASCAVEL;80.732.928/0019-29;DEMAIS;PR;Cascavel;h7826-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0020-62;DEMAIS;RS;Porto Alegre;h9087-gm@accor.com.br
HOTEL IBIS STYLES PORTO ALEGRE CENTRO;80.732.928/0021-43;DEMAIS;RS;Porto Alegre;h9089-gm@accor.com.br
IBIS GUARATINGUETÁ;80.732.928/0022-24;DEMAIS;SP;Guaratinguetá;h8638-re@accor.com.br
IBIS STYLES UMUARAMA;80.732.928/0023-05;DEMAIS;PR;Umuarama;h9785-gm@accor.com.br
IBIS ARAÇATUBA;80.732.928/0024-96;DEMAIS;SP;Araçatuba;h5541-gm@accor.com.br
IBIS JUNDIAÍ SHOPPING;80.732.928/0025-77;DEMAIS;SP;Jundiaí;h9190-gm@accor.com.br
ATRIO HOTEIS S.A.;80.732.928/0026-58;DEMAIS;SC;Chapecó;h9362-re@accor.com.br
IBIS BUDGET CURITIBA AEROPORTO;80.732.928/0027-39;DEMAIS;PR;São José dos Pinhais;h9719-gm@accor.com.br
IBIS GUAIBA;80.732.928/0028-10;DEMAIS;RS;Guaíba;h8665-gm@accor.com.br
IBIS BUDGET BLUMENAU;80.732.928/0029-09;DEMAIS;SC;Blumenau;h9382-gm@accor.com.br
IBIS JACAREÍ;80.732.928/0030-34;DEMAIS;SP;Jacareí;h8637-gm@accor.com.br
IBIS ITATIBA;80.732.928/0031-15;DEMAIS;SP;Itatiba;H8279-RE@ACCOR.COM
IBIS IGREJINHA;80.732.928/0032-04;DEMAIS;RS;Igrejinha;ha0g6-re@accor.com
IBIS CARLOS BARBOSA;80.732.928/0033-87;DEMAIS;RS;Carlos Barbosa;H9360-RE@ACCOR.COM
IBIS BUDGET FOZ DO IGUAÇU;80.732.928/0034-68;DEMAIS;PR;Foz do Iguaçu;h9956-re@accor.com
IBIS ERECHIM;80.732.928/0035-49;DEMAIS;RS;Erechim;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
A TRIO HOTEIS S.A;80.732.928/0037-00;DEMAIS;SP;Santos;h9611-re@accor.com
IBIS SANTOS VALONGO;80.732.928/0038-91;DEMAIS;SP;Santos;H9038-RE@ACCOR.COM
NOVOTEL CURITIBA BATEL;80.732.928/0039-72;DEMAIS;PR;Curitiba;h9088-gm@accor.com
ATRIO HOTEIS S.A.;80.732.928/0040-06;DEMAIS;RJ;Rio de Janeiro;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
********;80.732.928/0041-97;DEMAIS;BA;Alagoinhas;HB307-RE@ACCOR.COM
IBIS STYLES PALMAS;80.732.928/0042-78;DEMAIS;TO;Palmas;HB309-RE@ACCOR.COM
ibis Styles Parauapebas;80.732.928/0043-59;DEMAIS;PA;Parauapebas;hb304-re@accor.com
FILIAL 42;80.732.928/0044-30;DEMAIS;CE;Maracanaú;hb305-re@accor.com
IBIS STYLES BOA VISTA;80.732.928/0045-10;DEMAIS;RR;Boa Vista;HB306-RE@ACCOR.COM
IBIS STYLES POUSO ALEGRE;80.732.928/0046-00;DEMAIS;MG;Pouso Alegre;HB308-GM@ACCOR.COM
IBIS STYLES RONDONÓPOLIS;80.732.928/0047-82;DEMAIS;MT;Rondonópolis;HB300-RE@ACCOR.COM
Mercure Itajaí Navegantes;80.732.928/0048-63;DEMAIS;SC;Itajaí;h9564-gm@accor.com
IBIS STYLES ARARAQUARA;80.732.928/0049-44;DEMAIS;SP;Araraquara;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES BAURU;80.732.928/0050-88;DEMAIS;SP;Bauru;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES FRANCA;80.732.928/0051-69;DEMAIS;SP;Franca;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES PIRACICABA;80.732.928/0052-40;DEMAIS;SP;Piracicaba;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES RIBEIRÃO PRETO MAURÍLIO BIAGI;80.732.928/0053-20;DEMAIS;SP;Ribeirão Preto;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES RIBEIRÃO PRETO BRAZ OLAIA;80.732.928/0054-01;DEMAIS;SP;Ribeirão Preto;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES SÃO CARLOS;80.732.928/0055-92;DEMAIS;SP;São Carlos;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
IBIS STYLES SÃO JOSÉ DO RIO PRETO;80.732.928/0056-73;DEMAIS;SP;São José do Rio Preto;ADMINISTRACAO@ATRIOHOTEIS.COM.BR
PRAIA SOL HOTEL;80.812.183/0001-89;MICROEMPRESA;PR;Santa Terezinha de Itaipu;adm@praiasolhotel.com.br
HOTEL TREVO CASCAVEL;80.860.216/0001-66;MICROEMPRESA;PR;Cascavel;HOTELTREVOCASCAVEL@HOTMAIL.COM
ILHA DA MAGIA;80.935.828/0001-70;MICROEMPRESA;SC;Florianópolis;CONTABIL@GENESIOCONTABILIDADE.COM.BR
BARON IMÓVEIS;80.982.341/0001-49;DEMAIS;SC;Porto Belo;contato@residencialbaron.com.br
HOTEL E CHURRASCARIA GAUCHA;81.036.170/0001-28;MICROEMPRESA;PR;Nova Londrina;liasalame@hotmail.com
HARA PALACE HOTEL;81.048.829/0001-66;EMPRESA DE PEQUENO PORTE;PR;Curitiba;HARAPALACEHOTEL@ONDA.COM.BR
SAO PAULO AIRPORT MARRIOT HOTEL;81.071.623/0002-38;DEMAIS;SP;Guarulhos;regiane.gru@deville.com.br
DEVILLE PORTO ALEGRE;81.071.623/0004-08;DEMAIS;RS;Porto Alegre;reservas.poa@deville.com.br
DEVILLE PRIME CUIABÁ;81.071.623/0005-80;DEMAIS;MT;Cuiabá;admin.cgb@deville.com.br
HOTEL DEVILLE PRIME SALVADOR;81.071.623/0006-61;DEMAIS;BA;Salvador;admin.ssa@deville.com.br
HOTEL DEVILLE EXPRESS;81.071.623/0007-42;DEMAIS;PR;Cascavel;gerencia.csc@deville.com.br
DEVILLE HOTÉIS E TURISMO;81.071.623/0008-23;DEMAIS;PR;Maringá;gerencia.mga@deville.com.br
DEVILLE HOTEIS E TURISMO;81.071.623/0011-29;DEMAIS;PR;Curitiba;gerencia.cwb@deville.com.br
DEVILLE PRIME CAMPO GRANDE;81.071.623/0012-00;DEMAIS;MS;Campo Grande;recep.cgr@deville.com.br
HOTEL DESCANSO DOS NUNES;81.095.564/0001-57;MICROEMPRESA;PR;Curitiba;hotelnunes@hotmail.com
SADAS HOTEL;81.107.187/0001-29;MICROEMPRESA;PR;São Mateus do Sul;contato@sadashotel.com.br
ALVEAR HOTEL;81.110.892/0001-85;MICROEMPRESA;PR;Curitiba;ADMIN02@ALVEAR.COM.BR
RESTAURANTE E POUSADA BELA VISTA;81.133.241/0001-00;MICROEMPRESA;PR;Palmeira;r.bvista@gmail.com
Ampiezza hotel ltda;81.205.114/0001-70;MICROEMPRESA;PR;Curitiba;hotel@ampiezzahotel.com.br
Hotel Visconde;81.237.216/0001-77;MICROEMPRESA;PR;Curitiba;daniele-gomes1976@bol.com.br
HOTEL CAÇULA DA RODOVIÁRIA;81.242.083/0001-27;MICROEMPRESA;PR;Londrina;hotelcacula@yahoo.com.br
HOTEL COROADOS FOZ;81.246.001/0001-12;EMPRESA DE PEQUENO PORTE;PR;Foz do Iguaçu;htlcoroados@brturbo.com.br
HOTEL BELLA ITALIA;81.257.156/0001-54;DEMAIS;PR;Foz do Iguaçu;mdbortoli@hotmail.com
POUSADA DA FERRUGEM LTDA - ME;81.297.913/0001-13;MICROEMPRESA;SC;Garopaba;pousadadaferrugem@terra.com.br
HOTEL IKAPÊ;81.399.230/0001-77;DEMAIS;PR;Telêmaco Borba;ikape@klabin.com.br
PARADISO;81.403.636/0001-86;MICROEMPRESA;PR;Foz do Iguaçu;PARA.CBL@HOTMAIL.COM
HOTEL FENICE;81.404.691/0001-90;MICROEMPRESA;PR;Foz do Iguaçu;hfenicefozreservas@hotmail.com
MANACÁ HOTÉIS;81.413.601/0001-28;EMPRESA DE PEQUENO PORTE;PR;Foz do Iguaçu;financeiro@redesoul.rs
GRANDE HOTEL;81.446.122/0001-08;EMPRESA DE PEQUENO PORTE;PR;Castro;nininho@tiagocontabilidade.com.br
LUZ HOTEL;81.461.485/0001-12;MICROEMPRESA;PR;Pato Branco;contato@luzhotelpatobranco.com.br
CANZI CITY HOTEL;81.465.163/0001-41;MICROEMPRESA;PR;Foz do Iguaçu;hotelcanzi@gmail.com
HOTEL SETE ILHAS;81.519.738/0001-61;MICROEMPRESA;SC;Florianópolis;financeiro@seteilhas.com.br
ZATA PALACE HOTEL;81.573.925/0001-23;MICROEMPRESA;SC;Criciúma;HOTELZATA@HOTMAIL.COM
Turismo Rural Fazenda Pedras Brancas;81.598.427/0001-35;MICROEMPRESA;SC;Lages;jshotelaria@hotmail.com
HOTEL BELLA CAMBORIU;81.607.038/0001-29;EMPRESA DE PEQUENO PORTE;SC;Balneário Camboriú;HOTEL@BELLACAMBORIU.COM.BR
Hotel Pousada XV;81.624.090/0001-93;MICROEMPRESA;SC;Blumenau;NASTEL@NASTEL.COM.BR
HOTEL CEARA;81.666.794/0001-29;MICROEMPRESA;PR;Curitiba;fiscal02@acessobrasilcontab.com.br
FAROL DA BARRA;81.773.079/0001-95;MICROEMPRESA;SC;Florianópolis;pousadafaroldabarra@gmail.com
HOTEL 15 DE JULHO;81.894.867/0001-30;MICROEMPRESA;PR;Foz do Iguaçu;hotel15dejulho@hotel15dejulho.com.br
PONTA INFORMATICA;82.019.167/0001-69;MICROEMPRESA;PR;Campina Grande do Sul;andre@mataatlantica.org
POUSADA PLANCTON;82.021.031/0001-93;MICROEMPRESA;PR;Ilha do Mel;pousadaplancton@gmail.com
SENGES HOTEL;82.022.625/0001-19;MICROEMPRESA;PR;Sengés;CONTATOHOTELSENGES@GMAIL.COM
HOTEL FAZENDA GRALHA AZUL;82.089.921/0001-37;MICROEMPRESA;SC;Ponte Alta;juliane@gralhaazul.tur.br
GUINZA HOTEL;82.108.333/0001-01;MICROEMPRESA;SC;Balneário Camboriú;gilson_mia@hotmail.com
HOTEL LAGUNA PRAIA;82.125.055/0001-92;MICROEMPRESA;SC;Laguna;at@atlanticosullaguna.com.br
OK INN HOTEL;82.125.055/0002-73;MICROEMPRESA;SC;Tubarão;kellenrech@gmail.com
OK INN EXPRESS;82.125.055/0003-54;MICROEMPRESA;SC;Tubarão;kellenrech@gmail.com
MARIA DO MAR HOTEL E INDUSTRIA DE ALIMENTOS LTDA EPP;82.163.874/0001-24;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;rpereira@mariadomar.com.br
TROPEIRO DA LAPA;82.298.399/0001-01;MICROEMPRESA;PR;Lapa;hoteltropeirodalapa@yahoo.com.br
POUSADA HOTEL ARGENTINO;82.308.214/0001-94;MICROEMPRESA;PR;Foz do Iguaçu;taty_charly@hotmail.com
Spa Recanto das Figueiras;82.323.155/0001-23;MICROEMPRESA;PR;Rolândia;spa@sparecantodasfigueiras.com.br
HOTEL VILA RICA;82.355.207/0001-43;MICROEMPRESA;PR;Maringá;contato@hotelvilarica.com
HOTEL PAPAI COGO;82.374.323/0001-00;MICROEMPRESA;PR;Ponta Grossa;hotelcogo@uol.com.br
MUFFATO HOTEL;82.472.895/0001-21;EMPRESA DE PEQUENO PORTE;PR;Foz do Iguaçu;FINANCEIRO@RAZAOCONTABILIDADEFOZ.COM.BR
HOTEL GAROPABA;82.538.372/0001-30;MICROEMPRESA;SC;Garopaba;renato.rigotti@terra.com.br
SLAVIERO ESSENTIAL BLUMENAU;82.641.069/0001-69;DEMAIS;SC;Blumenau;financeiro.sljo@slavierohoteis.com.br
CG CONFEITARIA CAFEHAUS GLORIA;82.646.506/0001-37;DEMAIS;SC;Blumenau;financeiro@HOTELGLORIA.COM.BR
MARAVILHA PALACE HOTEL LTDA EPP;82.689.753/0001-10;EMPRESA DE PEQUENO PORTE;SC;Maravilha;PALACEHOTEL@NETAR.COM.BR
HOTEL E CHURRASCARIA LIDER;82.799.719/0001-07;MICROEMPRESA;SC;Lebon Régis;kojikoski@hotmail.com
HOTEL UNIAO;82.819.665/0001-96;MICROEMPRESA;SC;Itapiranga;uniaohotel@gmail.com
FAZENDA DO BOQUEIRAO LTDA EPP;82.864.869/0001-49;EMPRESA DE PEQUENO PORTE;SC;Lages;anapaula@fazendaboqueirao.com.br
CASTELMAR EMPREENDIMENTOS HOTELEIROS LTDA;83.053.140/0001-55;DEMAIS;SC;Florianópolis;castelmar@castelmarhotel.com.br
HOTEL STEINHAUSEN LTDA - EPP;83.110.858/0001-36;EMPRESA DE PEQUENO PORTE;SC;Blumenau;hotel@hotelsteinhausen.com.br
IMPERADOR TURISMO HOTEL LTDA - EPP;83.113.001/0001-70;EMPRESA DE PEQUENO PORTE;SC;Balneário Piçarras;reserva01@imperadorturismohotel.com.br
MARAMBAIA HOTEL;83.114.785/0001-50;DEMAIS;SC;Balneário Camboriú;mch@marambaia.com.br
HOTEL GUMZ LTDA - EPP;83.115.048/0001-72;EMPRESA DE PEQUENO PORTE;SC;Balneário Camboriú;reservas@hotelgumz.com.br
HOTEL MELO;83.119.883/0001-80;MICROEMPRESA;SC;Balneário Camboriú;hotelmelo@hotelmelo.com.br
HOTEL SAO CARLOS;83.122.317/0001-28;MICROEMPRESA;SC;Balneário Camboriú;hsancarlos@bol.com.br
SAN GHERMANN;83.136.747/0001-07;MICROEMPRESA;SC;Arroio Trinta;adm@hotelsanghermann.com
CENI EMPREENDIMENTOS TURISTICOS LTDA - ME;83.158.543/0001-69;MICROEMPRESA;SC;Campos Novos;hotelceni@hotmail.com
marazul apart hotel LTDA;83.199.869/0001-34;MICROEMPRESA;SC;Florianópolis;reservas@marazulaparthotel.com.br
HOTEL RENAR;83.215.038/0001-09;DEMAIS;SC;Fraiburgo;administrativo@hotelrenar.com.br
HOTEL FRAIBURGO;83.215.038/0002-90;DEMAIS;SC;Fraiburgo;administrativo@hotelrenar.com.br
DALLAS HOTEL I;83.272.617/0001-93;MICROEMPRESA;PA;Uruará;reservas@dallashotelpa.com.br
HOTEL DALLAS II;83.272.617/0002-74;MICROEMPRESA;PA;Altamira;reservas@dallashotelpa.com.br
Hotel Miramar;83.387.720/0001-89;EMPRESA DE PEQUENO PORTE;SC;Balneário Camboriú;info@hotelmiramar.com.br
Hotel Benvenutti;83.418.848/0001-62;MICROEMPRESA;SC;Itá;hotelbenvenutti@vupt.com.br
LARSEN HOTEL;83.447.854/0001-48;MICROEMPRESA;SC;Indaial;larsenhotel@yahoo.com.br
Hotel Caldas da Imperatriz;83.470.716/0001-80;DEMAIS;SC;Santo Amaro da Imperatriz;adm@hidrocaldas.com.br
Hotel Nelo Ltda;83.489.955/0001-81;EMPRESA DE PEQUENO PORTE;SC;Jaraguá do Sul;reservas@hotelnelo.com.br
Ruvias Alimentação LTDA;83.527.457/0001-86;MICROEMPRESA;SC; - ;hotel.ruvias@gmail.com
HOTEL SAN REMO;83.540.955/0001-69;DEMAIS;SC;Balneário Camboriú;GISELEG.SANREMO@GMAIL.COM
ILHA SANTACATARINA TURISMO E HOTEIS LTDA - EPP;83.566.067/0001-15;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;MARIADOMAR@MARIADOMAR.COM.BR
PLAZA CALDAS DA IMPERATRIZ RESORT & SPA;83.599.258/0001-83;DEMAIS;SC;Santo Amaro da Imperatriz;andrea.santos@plazahoteis.com.br
HOTEL TIROL;83.610.733/0001-75;EMPRESA DE PEQUENO PORTE;SC;Treze Tílias;reservas@hoteltirol.com.br
AMAZÔNIA HOSTEL;83.650.275/0001-06;MICROEMPRESA;PA;Belém;contatohostelbelem@outlook.com
A G HENDGES;83.652.487/0001-14;EMPRESA DE PEQUENO PORTE;PA;Xinguara;andreia.comaxin@outlook.com
HOTEL IPE LTDA;83.659.623/0001-06;MICROEMPRESA;PA;Belém;adm@hotelipe.com.br
SAMUKA HOTEL E RESTAURANTE;83.714.600/0001-49;MICROEMPRESA;SC;Florianópolis;samuka@samukahotel.com.br
SANDRI PALACE HOTEL;83.741.876/0002-05;DEMAIS;SC;Itajaí;hotelsandri@hotelsandri.com.br
HAMBURGO PALACE HOTEL LTDA;83.741.967/0001-51;DEMAIS;SC;Balneário Camboriú;administracao@hamburgopalace.com.br
HOTEL FAZENDA PARAISO;83.764.654/0001-19;EMPRESA DE PEQUENO PORTE;PA;Belém;otacilio.luiz@hotmail.com
HOTEL ELDORADO;83.771.220/0001-46;MICROEMPRESA;PA;Belém;samuel_benitha@hotmail.com
CAMBORIÚ HOTEL;83.823.641/0001-73;MICROEMPRESA;SC;Balneário Camboriú;balneario.camboriuhotel@gmail.com
FERRONATO & CIA LTDA;83.853.572/0001-40;DEMAIS;SC;Xanxerê;CITY@HOTELCITY.COM.BR
CENTER HOTEL;83.854.810/0001-32;EMPRESA DE PEQUENO PORTE;SC;Xanxerê;hotelcenter@hotelcenter.com.br
HOTEL LE CANARD;83.864.819/0001-24;DEMAIS;SC;Joinville;admjoi@lecanard.com.br
Le Canard Hotéis;83.864.819/0002-05;DEMAIS;SC;Lages;admlages@lecanard.com.br
POUSADA CABOCLA;83.874.859/0001-57;MICROEMPRESA;PA;Alter do Chão;pousada.cabocla.stm@gmail.com
OSCAR HOTEL;83.875.088/0001-12;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;comercial@oscarhotel.com.br
POUSADA BOSQUE DOS ARUAS;83.907.477/0001-82;MICROEMPRESA;PA;Salvaterra;aruasadm2019@outlook.com
HOTEL MIRANTE LTDA - ME;83.953.505/0001-06;EMPRESA DE PEQUENO PORTE;SC;Barra Velha;HOTELMIRANTE@TERRA.COM.BR
MALOCAS;84.088.368/0001-43;EMPRESA DE PEQUENO PORTE;AM;Rio Preto da Eva;malocas@osite.com.br
HOTEL IDEAL;84.107.663/0001-08;MICROEMPRESA;AM;Manaus;IDEAL@HOTELIDEALMANAUS.COM.BR
HOTEL VILASBOAS;84.115.435/0001-71;MICROEMPRESA;AM;Parintins;pousadavilasboas@hotmail.com
RODO HOTEL;84.143.403/0001-80;MICROEMPRESA;PA;Belém;rodohotelme@gmail.com
SANTA RITA PALACE HOTEL;84.189.836/0001-76;MICROEMPRESA;PA;Itaituba;santaritapalacehotel@bol.com.br
HOTEL MARAMBAIA CABEÇUDAS;84.290.790/0001-87;MICROEMPRESA;SC;Itajaí;reservas@marambaiahotel.com.br
PARAISO HOTEL;84.300.276/0001-85;MICROEMPRESA;AC;Brasiléia;hotelparaiso@hotmail.com
AFA HOTEL;84.304.765/0001-05;EMPRESA DE PEQUENO PORTE;AC;Rio Branco;afa@afabistro.com.br
HOTEL E RESTAURANTE VOYAGE;84.319.987/0001-00;MICROEMPRESA;AC;Mâncio Lima;emg_rodrigueslima@hotmail.com
FROTA PALACE HOTEL;84.410.521/0001-07;MICROEMPRESA;AP;Macapá;reservas@hotelfrota.com.br
HOTEL MACAPABA;84.424.332/0001-93;MICROEMPRESA;AP;Macapá;macapabahotel@hotmail.com
HOTEL ITAJARA LTDA;84.436.377/0001-88;DEMAIS;SC;Jaraguá do Sul;financeiro@hotelitajara.com.br
AMAZON JUNGLE PALACE;84.444.637/0003-29;DEMAIS;AM;Iranduba;luciana.adv@live.com
HOTEL J. M. GOMES I;84.481.886/0001-22;EMPRESA DE PEQUENO PORTE;AM;Manaus;hoteljmgomes@gmail.com
POUSADA MAUES;84.482.363/0001-09;MICROEMPRESA;AM;Maués;tassiauchiyama@hotmail.com
KRYSTAL HOTEL;84.482.595/0001-59;EMPRESA DE PEQUENO PORTE;AM;Manaus;RESERVAS@KRISTAL.COM.BR
HOTEL XAVANTE;84.511.286/0001-60;MICROEMPRESA;AM;Manaus;xavantehurbano@hotmail.com
POUSADA JIBOIA;84.517.994/0001-08;MICROEMPRESA;AM;Presidente Figueiredo;TOINHOJIBOIA@HOTMAIL.COM
HOTEL  CONDE ;84.520.345/0001-66;MICROEMPRESA;AM;Manaus;hotel_conde@hotmail.com
TIBURTINO HOTEL;84.530.187/0001-25;MICROEMPRESA;AM;Manacapuru;tiburtinohotelmpu@hotmail.com
DUDA HOTEL;84.578.244/0001-46;MICROEMPRESA;RO;Jaru;RONDON@RONDONCONTABILIDADE.COM
HOTEL RECIFE;84.658.558/0001-59;MICROEMPRESA;AM;Manaus;hotelrecifeam@hotmail.com
COLON PALACE HOTEL;84.685.593/0001-67;EMPRESA DE PEQUENO PORTE;SC;Joinville;reservas@hotelcolon.com.br
HOTEL DON JUAN;84.810.373/0001-18;MICROEMPRESA;PR;Curitiba;carla@motelcelebrity.com.br
HOTEL RENASCENÇA;84.904.523/0001-52;DEMAIS;SC;Laguna;contato@renascencahotel.com.br
RAVENA CASSINO HOTEL;84.904.796/0002-88;DEMAIS;SC;Laguna;comercial@inglesespraia.com.br
THERMAS SULINA;84.990.043/0001-51;EMPRESA DE PEQUENO PORTE;PR;Sulina;social.termasdesulina@gmail.com
CRACCO PARK HOTEL;84.994.557/0001-85;EMPRESA DE PEQUENO PORTE;PR;Curitiba;info@craccoparkhotel.com.br
NIKKO HOTEL;85.055.598/0001-79;EMPRESA DE PEQUENO PORTE;PR;Curitiba;administrativo@hotelnikko.com.br
POUSADA DOS SONHOS;85.162.071/0001-43;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;financeiro@pousadadossonhos.com.br
ZAPPELINI HOTEIS DE TURISMO LTDA - EPP;85.217.958/0001-91;EMPRESA DE PEQUENO PORTE;SC;Gravatal;TERMAS@CABANASHOTEL.COM.BR
CAMPING PARAISO TROPICAL;85.220.101/0001-20;MICROEMPRESA;SC;Bombinhas;marcelo@dpncont.com.br
NATUR CAMPECHE;85.221.836/0001-79;EMPRESA DE PEQUENO PORTE;SC;Florianópolis;gestaohotel@naturcampeche.com.br
Bombinhas Praia Apart Hotel;85.222.552/0001-05;MICROEMPRESA;SC;Bombinhas;lhbackes.40@gmail.com
willis mone pousada ltda/ pousada colonial;85.230.407/0001-68;MICROEMPRESA;SC;São Bento do Sul;tottal.contabilidade@yahoo.com.br
Hotel Schafer;85.248.011/0001-48;EMPRESA DE PEQUENO PORTE;SC;Piratuba;arita@cnx.com.br
POUSADA BOMBINHAS;85.260.347/0001-26;MICROEMPRESA;SC;Bombinhas;maripinheiro_psico@hotmail.com
.;85.274.660/0001-13;EMPRESA DE PEQUENO PORTE;SC;Arvoredo;multicenter_arvoredo@yahoo.com.br
HOTEL OESTE;85.304.343/0001-00;MICROEMPRESA;SC;Joaçaba;recepcao@conplanjba.com.br
HOTEL DI SICA;85.327.112/0001-04;MICROEMPRESA;SC;Balneário Camboriú;HOTELDISICA@OUTLOOK.COM
Sens Hotel e Restaurante;85.328.391/0001-20;MICROEMPRESA;SC;Angelina;atendimento@senshotel.com.br
