Nome Fantasia;CNPJ;Porte;UF;Localidade;Email Comercial
AR LOCAÇÕES;13.929.796/0001-03;MICROEMPRESA;RN;Alto do Rodrigues;alcimarrufino@hotmail.com
SILVAS TURISMO FRETAMENTO E LOCADORA;13.943.376/0001-81;MICROEMPRESA;MG;Santos Dumont;jtr.contabilidade@hotmail.com
ALLIANÇA LOCADORA DE VANS;13.959.877/0001-56;MICROEMPRESA;MS;Campo Grande;allianca.vans@gmail.com
CATARINO'S GUEST HOUSE HOSPEDARIA;13.967.196/0001-30;MICROEMPRESA;MS;Bonito;catarinotransporte@hotmail.com
AEROVANS ;13.981.876/0001-08;MICROEMPRESA;MS;Campo Grande;aerovans.contato@hotmail.com
ZUZA RENT A CAR;14.006.970/0001-09;DEMAIS;RN;Natal;sac@zuzarentacar.com.br
AVANT'S PARK;14.056.946/0001-84;MICROEMPRESA;SP;São Paulo;renato@avantspark.com.br
WINGS;14.160.619/0001-78;DEMAIS;RJ;Macaé;alexandre@alexandreterra.com
BARBOSA TURISMO;14.317.731/0001-70;MICROEMPRESA;SP;Sertãozinho;paduastz@terra.com.br
LOCALIZA RENT A CAR;14.344.311/0001-82;EMPRESA DE PEQUENO PORTE;AC;Rio Branco;regiane.silva@sistemalocaliza.com
SAL E LUZ TRANSPORTES E CONFECÇÕES;14.357.427/0001-56;MICROEMPRESA;MS;Bonito;carlosaltino1@hotmail.com
BEST WESTEM PLUS GRAN LUMNI HOTEL;14.361.411/0001-17;EMPRESA DE PEQUENO PORTE;AC;Rio Branco;reservas@bwgranlumni.com.br
MEDEIROS & NASCIMENTO CONSTRUTORA;14.378.409/0001-50;MICROEMPRESA;SP;Capão Bonito;paulinodos@uol.com.br
WINTOUR;14.380.308/0001-14;DEMAIS;RJ;Rio de Janeiro;contato@biotur.com.br
SÃO FRANCISCO LOCADORA;14.390.862/0001-82;MICROEMPRESA;PI;Teresina;locadorasaofrancisco@hotmail.com
Locadora Chagas & Belluzzo;14.395.621/0001-26;MICROEMPRESA;SP;Rio Claro;FISCAL.OBJETIVO@YAHOO.COM.BR
ECONOMY RENT CAR;14.401.399/0001-27;EMPRESA DE PEQUENO PORTE;SE;Aracaju;economy_ls@hotmail.com
AGGER LOCADORA DE VEICULOS LTDA - ME;14.422.841/0001-00;MICROEMPRESA;SP;Ribeirão Preto;locacao@aggerrentacar.com.br
HOTEL CASTELO;14.461.053/0001-14;MICROEMPRESA;PA;Vitória do Xingu;hotelcastelopara@gmail.com
AGIL LOCADORA DE VEICULOS;14.494.156/0001-80;MICROEMPRESA;PE;Recife;contato@agillocadora.com
NPR TRANSPORTES;14.504.972/0001-28;MICROEMPRESA;RO;Porto Velho;nprtransportes.ro@gmail.com
BELMARI RENT A CAR;14.506.605/0001-63;EMPRESA DE PEQUENO PORTE;PB;João Pessoa;belmarirentacar@hotmail.com
MIL TRANSPORTES;14.537.111/0001-46;MICROEMPRESA;PR;Quitandinha;amiltonrmmtransportes@gmail.com
G.P. BRASIL;14.543.666/0001-09;MICROEMPRESA;SP;Guararema;e.resolvefiscal@outlook.com
J H LOCADORA;14.549.357/0001-38;MICROEMPRESA;ES;Muqui;ROSANE.CONTADORA@GMAIL.COM
MAXIMOS LOCAÇÃO E TURISMO;14.570.427/0001-30;MICROEMPRESA;MA;São Luís;maximo.locacao@terra.com.br
PIA TOUR SOLUCOES EM TRANSPORTES;14.571.128/0001-10;DEMAIS;SP;Itatiba;piatour@yahoo.com.br
LOCADORA LIMA;14.599.602/0001-11;MICROEMPRESA;SP;São Paulo;locadoralima@yahoo.com.br
NAUTICA MOTORS;14.617.028/0001-87;EMPRESA DE PEQUENO PORTE;PA;Belém;nauticamotorsbelempa@hotmail.com
LIDER EXECUTIVE SERVICE;14.665.328/0001-31;MICROEMPRESA;RJ;São Gonçalo;cezarvictor@hotmail.com
PONTUAL TRANSPORTE;14.666.954/0001-42;EMPRESA DE PEQUENO PORTE;PB;Campina Grande;pontualtransporte@bol.com.br
ARARUNA PRODUCOES E LOCACOES DE VEICULOS;14.691.006/0001-67;MICROEMPRESA;PB;São José de Piranhas;eduardo-sjp@hotmail.com
GUIMATUR VIAGENS E TURISMO;14.737.962/0001-32;MICROEMPRESA;MS;Glória de Dourados;guimaturtransporteturismo@hotmail.com
R & R PRODUCOES E LOCACOES;14.765.475/0001-83;MICROEMPRESA;CE;Cascavel;jarisrodrigues@yahoo.com.br
INACIO TUR;14.792.318/0001-67;MICROEMPRESA;PR;Campo Largo;inaciotur222@hotmail.com
DO MATO TERRAPLANAGEM;14.794.258/0001-11;MICROEMPRESA;AL;Major Isidoro;dumatotratores@hotmail.com
STELMAN TOUR LOCADORA;14.796.451/0001-91;MICROEMPRESA;RJ;Miguel Pereira;stelmantransportes@gmail.com
TRANSPORTADORA SALETE;14.831.035/0001-87;MICROEMPRESA;SC;Salete;jessicatransivan@gmail.com
HYDROSOLOS;14.836.641/0001-95;DEMAIS;ES;Vila Velha;eduardo@navsupply.com.br
AM BRASIL;14.897.718/0001-37;MICROEMPRESA;CE;Fortaleza;MATEUS.BRASIL@AMBRASILLOCACOES.COM.BR
TRESCINCO AUTO LOCADORA LTDA;14.915.300/0001-05;DEMAIS;MT;Cuiabá;rafaelramires@trescinco.com.br
LIMPFACIL SERVICOS;14.971.747/0001-00;MICROEMPRESA;PI;Picos;limpfacil.picos@gmail.com
BELA VISTA TURISMO;15.114.882/0001-93;MICROEMPRESA;SP;São Paulo;BELAVISTATURISMO@YAHOO.COM.BR
MARCELO BARROS EMPREENDIMENTOS;15.137.142/0001-72;MICROEMPRESA;MG;Belo Horizonte;MARCELOBARROSIMOVEIS@GMAIL.COM
R L EMPREENDOMENTOS LTDA;15.183.027/0001-34;MICROEMPRESA;PI;Teresina;rtcalugueldeveiculos@gmail.com
ESTRUTURAS CANABRAVA EMPREENDIMENTOS;15.200.090/0001-31;MICROEMPRESA;BA;Miguel Calmon;adalberiosilva@hotmail.com
FUTURA LOCADORA MULTIMARCAS;15.203.908/0001-70;MICROEMPRESA;GO;Itumbiara;futuralocadoraa@gmail.com
NACIONAL LOCADORA DE VEICULOS;15.206.019/0001-66;MICROEMPRESA;PA;Canaã dos Carajás;nacionallocadora@gmail.om
COOPVANS;15.209.167/0001-34;DEMAIS;RN;Natal;coopvanslocadora@hotmail.com
CS BRAZIL - CHAUFFEUR SERVICES BRAZIL;15.225.033/0001-07;DEMAIS;SP;São Paulo;robson@csbrazil.com.br
ROTA 13 TRANSPORTES & SERVICOS;15.235.799/0001-72;EMPRESA DE PEQUENO PORTE;BA;Salvador;comercial@rota13.com.br
BCV VIAGENS, TRANSPORTE E TURISMO;15.279.731/0001-95;MICROEMPRESA;RJ;Itatiaia;RHS400@GMAIL.COM
Ulisses locadora ;15.286.017/0001-24;MICROEMPRESA;PE;Jaboatão dos Guararapes;joseulissesdasilva@hotmail.com
AGUA VIVA;15.304.740/0001-99;MICROEMPRESA;PB;João Pessoa;rrobsonguedes@hotmail.com
ELITE;15.337.490/0001-93;MICROEMPRESA;RJ;Rio de Janeiro;bragaj@state.gov
INTERPRISE LOCAÇÃO E PRESTAÇÃO DE SERVIÇOS;15.358.505/0001-08;MICROEMPRESA;GO;Santa Terezinha de Goiás;st-acecomh@hotmail.com
J. J. TUR;15.359.366/0001-29;MICROEMPRESA;PR;Pontal do Paraná;jj.tur@hotmail.com
CARECA AUTOCAR SERVICOS MECANICOS E ENGENHARIA;15.418.182/0001-92;EMPRESA DE PEQUENO PORTE;SE;Aracaju;afjrental@gmail.com
SIMPLE;15.425.723/0001-00;MICROEMPRESA;SE;Aracaju;atendimento@simplelocacao.com
AGC TRANSP TUR;15.435.033/0001-31;MICROEMPRESA;SP;Cerquilho;alessandromartins1206@gmail.com
LIVRE: LOCADORA DE VEICULOS E SERVIÇOS INTEGRADOS;15.444.483/0001-90;MICROEMPRESA;MG;Belo Horizonte;renatosoares.atep@gmail.com
BIA CAR TRANSPORTE E TURISMO;15.457.263/0001-00;MICROEMPRESA;SP;Embu-Guaçu;biacarfretamento@gmail.com
EXPRESSO JL;15.573.012/0001-82;MICROEMPRESA;MG;Entre Rios de Minas;CONTRESENDE@GMAIL.COM
VAI E VEM LOCACAO E TURISMO;15.586.867/0001-48;MICROEMPRESA;CE;Pecém;vaievemturismo@gmail.com
PONTUAL TUR ;15.598.087/0001-18;MICROEMPRESA;AL;Maceió;pontualrentacarreservas@hotmail.com
RENASCER TRANSPORTES;15.599.912/0001-07;MICROEMPRESA;MT;Sapezal;LKL_TURISMO@HOTMAIL.COM
3S MINAS TRANSPORTE;15.615.601/0001-86;MICROEMPRESA;SP;Campinas;ipmtransporte@hotmail.com
I B G TRANSPORTES E TURISMO;15.627.281/0001-84;MICROEMPRESA;CE;Fortaleza;isnarbezerra@hotmail.com
FENIX VAN TUR LOCACAO E TRANSPORTE;15.635.699/0001-33;MICROEMPRESA;SP;São José dos Campos;geraldootaviano@hotmail.com
MARLEY TUR / PAR KING;15.636.682/0001-09;MICROEMPRESA;CE;Jijoca de Jericoacoara;contato@marleytur.com.br
M A LOCADORA;15.650.547/0001-00;MICROEMPRESA;SP;São Paulo;matransp@uol.com.br
MULTIAMERICAN SERVIÇOS LTDA.;15.667.913/0001-33;EMPRESA DE PEQUENO PORTE;RJ;Rio de Janeiro;faturamento@multiamerican.com.br
COOPERSATI;15.698.650/0001-20;DEMAIS;PA;Santa Isabel do Pará;coopersati@hotmail.com
VERSA RENT A CAR;15.772.746/0001-90;DEMAIS;MG;Belo Horizonte;cristiano@versarentacar.com.br
******;15.966.575/0001-30;MICROEMPRESA;GO;Minaçu;vandinho@coprallocacoes.com
J C A LOCADORA DE VEICULOS;16.370.179/0001-09;MICROEMPRESA;RJ;Sapucaia;jcalocadora@yahoo.com.br
STYLLO UP AUTO LOCADORA LTDA - ME;16.423.037/0001-62;MICROEMPRESA;SP;Guarulhos;stylloup@gmail.com
SCALA ALUGUEL DE CARROS;16.491.474/0001-13;EMPRESA DE PEQUENO PORTE;BA;Salvador;SCALA@SCALARENT.COM.BR
GTE LOCADORA TURÍSTICA;16.517.193/0001-92;MICROEMPRESA;MG;Porteirinha;gtelocadora@arteturismo.net
MAISTUR;16.578.760/0001-10;MICROEMPRESA;PE;Jaboatão dos Guararapes;contato@maistur.com
LAND'S LOCADORA;16.590.256/0001-36;MICROEMPRESA;ES;Vila Velha;landslocadora@yahoo.com.br
FLORA TRANSPORTES;16.599.647/0001-11;MICROEMPRESA;TO;Gurupi;floratransportes@hotmail.com.br
COOPERESTRADA;16.616.292/0001-21;DEMAIS;SP;São Paulo;comercial@cooperestrada.com.br
PREMIUM RENT A CAR;16.626.142/0001-07;EMPRESA DE PEQUENO PORTE;RS;Porto Alegre;contato@premiumrentacar.com.br
ANY TUR TURISMO EIRELI / ANY TUR;16.665.271/0001-04;MICROEMPRESA;PR;Londrina;ANYTUR@HOTMAIL.COM
EVENTUR;16.675.261/0001-41;MICROEMPRESA;GO;Crixás;metacontabil@brturbo.com.br
JET RENT A CAR;16.685.710/0001-32;MICROEMPRESA;PA;Belém;primorcontabilidade@yahoo.com.br
STAR TOUR AGENCIA E LOCADORA;16.692.218/0001-94;MICROEMPRESA;RJ;Rio de Janeiro;ascconsultoria@hotmail.com
JL ENGENHARIA, COMERCIO E SERVIÇOS;16.772.209/0001-03;MICROEMPRESA;RN;Açu;jeannlazzaro.engenharia@gmail.com
NOVA EMPREENDIMENTOS;16.779.575/0001-94;MICROEMPRESA;PE;Chã Grande;ZMACONTABILIDADE@GMAIL.COM
ELYON TRASLADO;16.841.599/0001-26;EMPRESA DE PEQUENO PORTE;SP;Monte Alegre do Sul;elyontraslado@gmail.com
ALUGUE BRASIL;16.853.107/0001-12;MICROEMPRESA;PA;Belém;pontesepraia@uol.com.br
TAUPURANGA SERVICOS E TRANSPORTES;16.864.119/0001-42;EMPRESA DE PEQUENO PORTE;PA;Barcarena;AMACON.CONT@GMAIL.COM
CESPAR DEAPA GESPAR DEAP;16.871.885/0001-34;MICROEMPRESA;DF;Brasília;contato@aspar.biz
BELLA LOCADORA;16.872.836/0001-16;MICROEMPRESA;RJ;Rio de Janeiro;rosamarcia@globo.com
LOCA SIM;16.883.863/0001-94;MICROEMPRESA;GO;Goiânia;contato@locasimveiculos.com.br
VIACAO SKS;16.884.567/0001-08;EMPRESA DE PEQUENO PORTE;SP;Capão Bonito;viacaosks@outlook.com
CHICLE PASSEIOS;16.902.268/0001-59;MICROEMPRESA;RJ;Itatiaia;marianoalessandro21@hotmail.com
L C TRANSPORTES;16.934.137/0001-53;MICROEMPRESA;MS;Campo Grande;luizcarlosgt@hotmail.com
RR TURISMO;16.941.360/0001-28;MICROEMPRESA;MG;Juiz de Fora;jtr.contabilidde@hotmail.com
ALEPE TRANSPORTES E LOCADORA;16.957.873/0001-27;MICROEMPRESA;SP;Taboão da Serra;contato@alepetransportes.com.br
CONSTRUTOP;16.990.345/0001-70;EMPRESA DE PEQUENO PORTE;PI;Teresina;construtopeng@gmail.com
FLASH TURISMO;17.014.889/0001-69;EMPRESA DE PEQUENO PORTE;GO;Formosa;flashturismoplango@gmail.com
FMOTORS;17.058.576/0001-02;MICROEMPRESA;MT;Várzea Grande;FMOTORS.ADM@TERRA.COM.BR
GRIFE LOCADORA DE AUTOMOVEIS LTDA;17.070.973/0001-08;MICROEMPRESA;SP;Guarulhos;reinaldovaus@hotmail.com
RKM LOCADORA;17.075.031/0001-04;MICROEMPRESA;BA;Arraial D'Ajuda;OSVALDAO@HOTMAIL.COM
RIOWEGO AGENCIA E LOCADORA;17.087.114/0001-13;MICROEMPRESA;RJ;Rio de Janeiro;riowego@me.co
CARVALHO FORMOSO FRETAMENTO E TURISMO LTDA;17.143.400/0001-59;DEMAIS;RJ;Rio de Janeiro;formosoriotour.locadora@gmail.com
BRASIL LEASING;17.153.227/0001-70;MICROEMPRESA;SC;Imbituba;locadorabr03@gmail.com
VAN EXECUTIVA ;17.156.517/0001-77;MICROEMPRESA;PR;Curitiba;barbosa@vanexecutiva.com.br
LOC BUS;17.177.573/0001-98;DEMAIS;AL;Maceió;loc.bus@bol.com.br
GEO SERVICOS;17.191.563/0001-07;MICROEMPRESA;MA;São Luís;geo_servicos@hotmail.com
DU BUGRE;17.219.992/0001-45;MICROEMPRESA;RJ;Armação dos Búzios;marciofaquetti@gmail.com
Soma Gestão;17.253.298/0001-44;DEMAIS;SP;Morungaba;mphp1974@gmail.com
JALAPÃO TOUR;17.273.007/0001-80;MICROEMPRESA;TO;Palmas;jalapaotourto@gmail.com
FROTA LOCACOES;17.303.178/0001-04;EMPRESA DE PEQUENO PORTE;RN;Mossoró;djalmajunior@7marescorretora.com
RS VEICULOS E SERVICOS;17.309.738/0001-38;MICROEMPRESA;MS;Três Lagoas;consultoriatransportes2@gmail.com
RIO  VERDE  RENT  A  CAR;17.315.741/0001-64;MICROEMPRESA;MG;Belo Horizonte;basilio@contfacil.com.br
3 IRMÃOS TRANSPORTES E LOCAÇÕES ;17.318.802/0001-47;MICROEMPRESA;SP;Queluz;lgsribeiro84@gmail.com
JF;17.339.982/0001-43;MICROEMPRESA;MG;Santa Luzia;CONTABILIDADERASPANTE@GMAIL.COM
FENIX LOCAÇÕES;17.340.559/0001-63;EMPRESA DE PEQUENO PORTE;AL;Maceió;fenixlocacao@hotmail.com
LOCADORA GLOBAL;17.389.329/0001-99;MICROEMPRESA;SP;São Sebastião;contato@locadoraglobal.com.br
JAE TURISMO E EVENTOS;17.424.738/0001-89;MICROEMPRESA;RJ;Petrópolis;edson_po@yahoo.com.br
TAPIAS LOCACOES E TRANSPORTE;17.426.116/0001-90;MICROEMPRESA;SP;Cândido Mota;sonia@escritoriomachado.com.br
G10 LOCADORA DE VEICULOS ;17.452.686/0001-54;EMPRESA DE PEQUENO PORTE;SP;Cordeirópolis;g10locadoradeveiculos@hotmail.com
R J LOCADORA;17.453.682/0001-90;DEMAIS;PI;Teresina;RJLOCADORAVEICULOS@HOTMAIL.COM
ZAPP LOCADORA DE VEICULOS;17.485.527/0001-56;MICROEMPRESA;MT;Cuiabá;ERNANIKUHN@HOTMAIL.COM
D'ARC TUR;17.494.350/0001-54;MICROEMPRESA;RJ;Itaboraí;joanalouza@gmail.com
PEDRO TURISMO LTDA-ME;17.498.576/0001-23;MICROEMPRESA;ES;Mimoso do Sul;pedroturismomimoso@hotmail.com
Gaier locadora de vans, microônibus e carros;17.524.342/0001-03;MICROEMPRESA;ES;Serra;GAIERLOCADORA@GMAIL.COM
MS LOCADORA DE VEICULOS;17.536.567/0001-80;MICROEMPRESA;BA;Itacaré;CONTABILIDADEPROSERV@GMAIL.COM
JOTA R TRANSPORTES E TURISMO;17.543.231/0001-44;MICROEMPRESA;SP;Botucatu;jota.rcontato@gmail.com
LONTUR TURISMO;17.544.729/0001-21;EMPRESA DE PEQUENO PORTE;SC;Lontras;LONTUR@HOTMAIL.COM
ROTA TURISMO;17.551.883/0001-20;MICROEMPRESA;PR;Curitiba;empresa5102@hotmail.com
SARON TRANSPORTES E TURISMO;17.579.421/0001-11;MICROEMPRESA;MT;Sinop;saronturismomt@hotmail.com
HD LOCADORA;17.586.164/0001-45;MICROEMPRESA;RJ;Petrópolis;riovanservice@hotmail.com
ATIVA ESTRUTURAS;17.612.636/0001-97;MICROEMPRESA;RJ;Cabo Frio;ativaestruturas@gmail.com
AGGIL LOCACAO DE VEICULOS E TRANSPORTE EXECUTIVO;17.623.071/0001-43;MICROEMPRESA;SP;Campinas;aggil.locadora@outlook.com
EXPRESSO VIP;17.641.329/0001-34;MICROEMPRESA;MG;Virgem da Lapa;monteirodespachante@gmail.com
CONEXAO LOCAR;17.645.044/0001-71;MICROEMPRESA;BA;Sobradinho;fsaldanha@live.com
PLANETCAR LOCADORA DE VEICULOS;17.651.770/0001-05;MICROEMPRESA;PB;Campina Grande;locaplanetcar@gmail.com
TROUPE TARTACIRCUS - CIRCO - EVENTOS - RECREACAO;17.659.687/0001-74;MICROEMPRESA;SC;Itapema;tartacircus@hotmail.com
CONFIANCE;17.668.607/0001-47;EMPRESA DE PEQUENO PORTE;SP;Guarujá;confiancetransportes@yahoo.com.br
E.F.G.TRANSPORTES;17.669.491/0002-41;MICROEMPRESA;GO;Aparecida de Goiânia;reluzcontabil@relucontabil.com.br
MUNIZ PRODUCOES E EVENTOS;17.712.804/0001-16;MICROEMPRESA;MG;Ituiutaba;munizevento@gmail.com
FOX RENT A CAR LOCADORA;17.724.207/0001-01;MICROEMPRESA;TO;Palmas;FOXRENTACAR_2008@HOTMAIL.COM
R.I.D LOCADORA DE VEICULOS;17.789.947/0001-26;MICROEMPRESA;ES;Vila Velha;ridtransportes@hotmail.com
J. CANDIDO VEICULOS, PECAS E SERVICOS;17.803.573/0001-56;MICROEMPRESA;CE;Caririaçu;jcandidoveiculos@outlook.com
RIO MARAVILHA LOCACAO E TURISMO;17.820.467/0001-80;MICROEMPRESA;RJ;Rio de Janeiro;flaviotur@globo.com
IN FLAT;17.830.840/0001-84;MICROEMPRESA;AM;Manaus;reservas@innflat.com.br
SIATUR VIAGENS E TURISMO;17.855.348/0001-63;MICROEMPRESA;PR;Guaraniaçu;siatur@hotmail.com
ATITUDE TRANSPORTES;17.869.905/0001-03;MICROEMPRESA;DF;Brasília;atitudebus@hotmail.com
H S TRANSPORTES;17.911.617/0001-61;MICROEMPRESA;SP;Caçapava;esfera_contabilidade@hotmail.com
EDU LOCACOES;17.962.228/0001-65;MICROEMPRESA;SP;Murutinga do Sul;caetano@caetanoservicos.com.br
LDC LOCADORA E FRETAMENTO DE VANS;18.020.138/0001-18;MICROEMPRESA;MS;Três Lagoas;liomar.celestino@hotmail.com
J B LOCACOES;18.089.600/0001-33;MICROEMPRESA;RN;Vera Cruz;lrfreireme@hotmail.com
L & J TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA. - ME;18.126.246/0001-70;MICROEMPRESA;MG;Jacuí;ritadecassia_jacui@hotmail.com
ACF SERVIÇOS;18.128.331/0001-77;MICROEMPRESA;GO;Crixás;acf.consultorialogistica@gmail.com
SANTA FÉ TRANSPORTES;18.180.319/0001-01;MICROEMPRESA;MS;Bonito;luizeugenio4@hotmail.com
MVA ENGENHARIA;18.195.795/0001-04;EMPRESA DE PEQUENO PORTE;GO;Minaçu;marcelo_ss21@hotmail.com
MACIEL LOCADORA DE VANS;18.204.668/0001-16;MICROEMPRESA;SP;Santa Fé do Sul;MACIELLOCADORA@BOL.COM.BR
R & A COMÉRCIO DE VEÍCULOS;18.206.921/0001-70;MICROEMPRESA;SE;Aracaju;reacomerciodeveiculos@gmail.com
INFINITY EXPRESS;18.210.855/0001-02;MICROEMPRESA;RJ;Rio das Ostras;contato@infinitytransporte.com.br
HOTEL & LOCADORA CRUZEIRO;18.219.041/0001-39;MICROEMPRESA;AC;Cruzeiro do Sul;hotelelocadoraczs@hotmail.com
A M LOCADORA DE VEICULOS;18.231.531/0001-50;MICROEMPRESA;AM;Tefé;ARLINDO-MAURICIO@HOTMAIL.COM
LOURENCO LOCADORA DE VEICULOS - EIRELI - ME ;18.234.434/0001-11;MICROEMPRESA;SP;Novo Horizonte;lourencotur@gmail.com
JR TRANSPORTE E TURISMO;18.266.795/0001-40;MICROEMPRESA;MG;Matias Barbosa;jtr.contabilidade@hotmail.com
GATO SERVICOS;18.284.411/0001-11;EMPRESA DE PEQUENO PORTE;AM;Manaus;kaeliconsultoria@hotmail.com
NATUS HOSTEL;18.295.548/0001-71;MICROEMPRESA;AL;Barra de São Miguel;daniebrasil.natusbsm@hotmail.com
FF Transportes;18.318.586/0001-00;MICROEMPRESA;SP;Araras;ESCRITORIO@MIRANDACONTABIL.COM.BR
AUTOLOK LOCACOES;18.337.985/0001-00;EMPRESA DE PEQUENO PORTE;AL;Maceió;AUTOLOK2013@GMAIL.COM
VALE DAS AGUAS;18.423.722/0001-14;MICROEMPRESA;PR;Foz do Iguaçu;clovisgonas@outlook.com
GP PAPAIS TRANSPORTES;18.428.947/0001-63;MICROEMPRESA;SP;Suzano;GPPAPAISTRANSPORTES@GMAIL.COM
B N TRANSPORTES;18.505.778/0001-18;MICROEMPRESA;BA;Gandu;statuscontabilidadegandu@hotmail.com
CONFORTRANS;18.506.518/0001-67;DEMAIS;BA;Simões Filho;WALUSCONTADOR@GMAIL.COM
LKR TRANSPORTES ;18.507.977/0001-65;MICROEMPRESA;SP;Campinas;lkrtransportes@gmail.com
LAPTUR LOCACAO E TRANSPORTE;18.511.532/0001-59;MICROEMPRESA;SP;Santos;REGINA.PEREIRA@GLOBO.COM
BAZZE;18.538.037/0001-33;EMPRESA DE PEQUENO PORTE;PE;Ilha de Itamaracá;PHGUERRA.PE@HOTMAIL.COM
J. NAVARRO LOCAÇÃO DE VEICULOS;18.541.865/0001-20;MICROEMPRESA;RJ;Petrópolis;malheiros_13@hotmail.com
Domus Veiculos e Tecnologia;18.549.137/0001-65;MICROEMPRESA;MG;Belo Horizonte;domus.sac@gmail.com
N&SF LOCACAO;18.549.156/0001-91;MICROEMPRESA;SP;Mogi das Cruzes;RONI.FAGIOLI@IG.COM.BR
M D TRANSPORTES;18.625.554/0001-40;MICROEMPRESA;CE;Fortaleza;dennis@3estrelasfretamento.com.br
MRS RIO TOUR;18.674.131/0001-10;MICROEMPRESA;RJ;Rio de Janeiro;caio.trabalho123@hotmail.com
TRANSFER DOS REIS;18.703.284/0001-48;MICROEMPRESA;RJ;Angra dos Reis;rodrigotransfer@hotmail.com
KLC TRANSPORTES;18.724.986/0001-08;MICROEMPRESA;SP;São José do Rio Preto;klcbatista@hotmail.com
GOMES TURISMO;18.736.049/0001-72;MICROEMPRESA;BA;Marcionílio Souza;gomesturismo_10@hotmail.com
HERTZ CAR RENTAL;18.813.648/0001-42;MICROEMPRESA;PB;João Pessoa;lcvbjunior@hotmail.com
COOPTRANS;18.836.118/0001-10;DEMAIS;ES;Vitória;cooptrans.presidencia@outlook.com
SUKATTA SOM;18.862.758/0001-02;DEMAIS;PI;Teresina;contabilgrupomajany@gmail.com
RS TRANSTUR;18.881.577/0001-15;MICROEMPRESA;PR;Cascavel;lucascoldebellasilveira@gmail.com
MS TRANSPORTES;18.911.833/0001-70;MICROEMPRESA;MS;Bonito;gilvangoulartms@gmail.com
ON LINE TRANSPORTES;18.911.857/0001-29;MICROEMPRESA;MS;Bonito;elton_bto@hotmail.com
J. P. TUR LOCADORA;18.929.310/0001-50;EMPRESA DE PEQUENO PORTE;SP;Americana;pauloalves109@hotmail.com
WRIO TRANSPORTE & TURISMO;18.972.417/0001-81;MICROEMPRESA;RJ;Rio de Janeiro;contato@wriotransporte.com.br
Locaz Locadora de Veículos;18.976.595/0001-80;DEMAIS;MS;Três Lagoas;atendimento@locaz.com.br
MARINHEIRO SHOWS & EVENTOS;18.980.005/0001-93;MICROEMPRESA;PA;Belém;marinheiroshows@yahoo.com.br
M F TUR;19.013.441/0001-56;MICROEMPRESA;SP;Roseira;contato@mftur.com.br
ALANA TRANSPORTES;19.028.152/0001-20;MICROEMPRESA;MS;Bonito;antoniomachadotransportes@hotmail.com
SELECTION;19.043.089/0001-00;EMPRESA DE PEQUENO PORTE;RJ;Rio de Janeiro;financeiro@triplem.com.br
J.A CONSTRUCOES;19.059.933/0001-82;MICROEMPRESA;BA;Pojuca;jaconstrucoes@hotmail.com
BIAZINI TRANSPORTES;19.064.503/0001-59;MICROEMPRESA;SP;Mogi Guaçu;valdo.representacao@gmail.com
RAPIDO PANTANAL;19.072.477/0001-00;MICROEMPRESA;MS;Ladário;taniadias077@gmail.com
DELTA LOCCAR;19.130.120/0001-31;DEMAIS;PI;Parnaíba;deltaloccar@outlook.com
COOPERCANAA;19.139.777/0001-60;DEMAIS;PA;Canaã dos Carajás;coopercanaa@hotmail.com
MUNDIAL TRANSPORTES;19.141.953/0001-06;MICROEMPRESA;SP;Itanhaém;andreuliana2012@gmail.com
TRANSDEZIO;19.166.631/0001-03;MICROEMPRESA;SC;Papanduva;atendimento@transdezio.com
JEDAN LOCADORA DE VEICULOS;19.166.642/0001-93;MICROEMPRESA;SP;Murutinga do Sul;objetivocontabil@hotmail.com
XODO  LOCAÇÕES;19.178.398/0001-89;MICROEMPRESA;MG;Cristiano Otoni;gerencia@xodoocacoes.com.br
SAL ALUGUEL DE CARROS;19.226.325/0002-04;EMPRESA DE PEQUENO PORTE;MT;Várzea Grande;controller@sallocadora.com.br
W.E. TRANS LOCADORA DE VEICULOS EIRELI LTDA - ME;19.299.364/0001-42;MICROEMPRESA;SP;São Paulo;daniel.pereira@wetransportes.com.br
VÁ DE VAN SOLUÇÕES EM TRANSPORTE;19.359.340/0001-31;MICROEMPRESA;ES;Vitória;jefersonnix@hotmail.com
OURO CONSTRUCOES;19.370.938/0001-21;MICROEMPRESA;PB;João Pessoa;OURO20182018@GMAIL.COM
W. ATAIDE LEITE CAVALCANTE ME;19.370.944/0001-89;MICROEMPRESA;AL;Rio Largo;celibh@gmail.com
TONYTUR TURISMO E LOCAÇÃO;19.387.466/0001-10;MICROEMPRESA;AL;Olho D'Água do Casado;nytssabezerra@hotmail.com
PASSARINHO TUR;19.388.406/0001-11;MICROEMPRESA;SP;Quatá;valejoandre@gmail.com
ROTA 052 TRANSPORTES E SERVICOS;19.398.104/0001-24;EMPRESA DE PEQUENO PORTE;BA;Ipirá;licita.h2o@gmail.com
M R S C FRETAMENTO E TURISMO;19.406.680/0001-76;MICROEMPRESA;CE;Maracanaú;ruthiane.com@hotmail.com
VM CONSTRUTORA;19.408.445/0001-33;EMPRESA DE PEQUENO PORTE;SE;Poço Verde;oliveira-adriano@bol.com.br
VENTO FORTE;19.413.938/0001-61;MICROEMPRESA;SP;São Paulo;DETYLU@UOL.COM.BR
